dataset,modification,percentage,method,metric,value
Cora,betweenness desc,0.30000000000000004,Infomap,Modularity,0.8240535339238054
Cora,betweenness desc,0.30000000000000004,Infomap,NMI,0.402630615098029
Cora,betweenness desc,0.30000000000000004,Label Propagation,P,544.0
Cora,betweenness desc,0.30000000000000004,Label Propagation,P*/P,0.012867647058823529
Cora,betweenness desc,0.30000000000000004,Label Propagation,Modularity,0.8149287795195617
Cora,betweenness desc,0.30000000000000004,Label Propagation,NMI,0.39951596455645827
Cora,betweenness desc,0.30000000000000004,Louvain,P,377.0
Cora,betweenness desc,0.30000000000000004,Louvain,P*/P,0.01856763925729443
Cora,betweenness desc,0.30000000000000004,Louvain,Modularity,0.9005951062127309
Cora,betweenness desc,0.30000000000000004,Louvain,NMI,0.4079801539165637
Cora,betweenness asc,0.4,Louvain-igraph,P,489.0
Cora,betweenness asc,0.4,Louvain-igraph,P*/P,0.014314928425357873
Cora,betweenness asc,0.4,Louvain-igraph,Modularity,0.8640420148218991
Cora,betweenness asc,0.4,Louvain-igraph,NMI,0.399397416303608
Cora,betweenness asc,0.4,Fastgreedy,P,496.0
Cora,betweenness asc,0.4,Fastgreedy,P*/P,0.014112903225806451
Cora,betweenness asc,0.4,Fastgreedy,Modularity,0.8578009686846986
Cora,betweenness asc,0.4,Fastgreedy,NMI,0.4046018407297393
Cora,betweenness asc,0.4,Infomap,P,690.0
Cora,betweenness asc,0.4,Infomap,P*/P,0.010144927536231883
Cora,betweenness asc,0.4,Infomap,Modularity,0.7696798538847255
Cora,betweenness asc,0.4,Infomap,NMI,0.3900817798017871
Cora,betweenness asc,0.4,Label Propagation,P,645.0
Cora,betweenness asc,0.4,Label Propagation,P*/P,0.010852713178294573
Cora,betweenness asc,0.4,Label Propagation,Modularity,0.7850321175039935
Cora,betweenness asc,0.4,Label Propagation,NMI,0.39323514759567246
Cora,betweenness asc,0.4,Louvain,P,491.0
Cora,betweenness asc,0.4,Louvain,P*/P,0.014256619144602852
Cora,betweenness asc,0.4,Louvain,Modularity,0.8627337750198435
Cora,betweenness asc,0.4,Louvain,NMI,0.39600056532995415
Cora,betweenness desc,0.4,Louvain-igraph,P,518.0
Cora,betweenness desc,0.4,Louvain-igraph,P*/P,0.013513513513513514
Cora,betweenness desc,0.4,Louvain-igraph,Modularity,0.9196517528758302
Cora,betweenness desc,0.4,Louvain-igraph,NMI,0.42030382103980746
Cora,betweenness desc,0.4,Fastgreedy,P,523.0
Cora,betweenness desc,0.4,Fastgreedy,P*/P,0.01338432122370937
Cora,betweenness desc,0.4,Fastgreedy,Modularity,0.9188579753973358
Cora,betweenness desc,0.4,Fastgreedy,NMI,0.42417517482879624
Cora,betweenness desc,0.4,Infomap,P,688.0
Cora,betweenness desc,0.4,Infomap,P*/P,0.010174418604651164
Cora,betweenness desc,0.4,Infomap,Modularity,0.8483905953495604
Cora,betweenness desc,0.4,Infomap,NMI,0.40386430558249575
Cora,betweenness desc,0.4,Label Propagation,P,671.0
Cora,betweenness desc,0.4,Label Propagation,P*/P,0.010432190760059613
Cora,betweenness desc,0.4,Label Propagation,Modularity,0.8364726169950648
Cora,betweenness desc,0.4,Label Propagation,NMI,0.400590184535006
Cora,betweenness desc,0.4,Louvain,P,518.0
Cora,betweenness desc,0.4,Louvain,P*/P,0.013513513513513514
Cora,betweenness desc,0.4,Louvain,Modularity,0.9182266623289654
Cora,betweenness desc,0.4,Louvain,NMI,0.41994448718718175
Cora,betweenness asc,0.5,Louvain-igraph,P,672.0
Cora,betweenness asc,0.5,Louvain-igraph,P*/P,0.010416666666666666
Cora,betweenness asc,0.5,Louvain-igraph,Modularity,0.8877715429831503
Cora,betweenness asc,0.5,Louvain-igraph,NMI,0.38681108777581985
Cora,betweenness asc,0.5,Fastgreedy,P,677.0
Cora,betweenness asc,0.5,Fastgreedy,P*/P,0.0103397341211226
Cora,betweenness asc,0.5,Fastgreedy,Modularity,0.8866149334586897
Cora,betweenness asc,0.5,Fastgreedy,NMI,0.38860574130223186
Cora,betweenness asc,0.5,Infomap,P,856.0
Cora,betweenness asc,0.5,Infomap,P*/P,0.008177570093457943
Cora,betweenness asc,0.5,Infomap,Modularity,0.7955046873916287
Cora,betweenness asc,0.5,Infomap,NMI,0.3858059533629421
Cora,betweenness asc,0.5,Label Propagation,P,833.0
Cora,betweenness asc,0.5,Label Propagation,P*/P,0.008403361344537815
Cora,betweenness asc,0.5,Label Propagation,Modularity,0.8032576327254233
Cora,betweenness asc,0.5,Label Propagation,NMI,0.3899931956161875
Cora,betweenness asc,0.5,Louvain,P,675.0
Cora,betweenness asc,0.5,Louvain,P*/P,0.01037037037037037
Cora,betweenness asc,0.5,Louvain,Modularity,0.8866524101918848
Cora,betweenness asc,0.5,Louvain,NMI,0.3819392126749988
Cora,betweenness desc,0.5,Louvain-igraph,P,754.0
Cora,betweenness desc,0.5,Louvain-igraph,P*/P,0.009283819628647215
Cora,betweenness desc,0.5,Louvain-igraph,Modularity,0.9443081385823453
Cora,betweenness desc,0.5,Louvain-igraph,NMI,0.4185538320576988
Cora,betweenness desc,0.5,Fastgreedy,P,754.0
Cora,betweenness desc,0.5,Fastgreedy,P*/P,0.009283819628647215
Cora,betweenness desc,0.5,Fastgreedy,Modularity,0.9444538096391506
Cora,betweenness desc,0.5,Fastgreedy,NMI,0.41860761020155024
Cora,betweenness desc,0.5,Infomap,P,890.0
Cora,betweenness desc,0.5,Infomap,P*/P,0.007865168539325843
Cora,betweenness desc,0.5,Infomap,Modularity,0.8785771793115147
Cora,betweenness desc,0.5,Infomap,NMI,0.3995318123884943
Cora,betweenness desc,0.5,Label Propagation,P,878.0
Cora,betweenness desc,0.5,Label Propagation,P*/P,0.007972665148063782
Cora,betweenness desc,0.5,Label Propagation,Modularity,0.8650963245375878
Cora,betweenness desc,0.5,Label Propagation,NMI,0.39971535947998055
Cora,betweenness desc,0.5,Louvain,P,753.0
Cora,betweenness desc,0.5,Louvain,P*/P,0.009296148738379814
Cora,betweenness desc,0.5,Louvain,Modularity,0.9436795058699823
Cora,betweenness desc,0.5,Louvain,NMI,0.4173094141761493
Cora,betweenness asc,0.6000000000000001,Louvain-igraph,P,930.0
Cora,betweenness asc,0.6000000000000001,Louvain-igraph,P*/P,0.007526881720430108
Cora,betweenness asc,0.6000000000000001,Louvain-igraph,Modularity,0.9104735879749175
Cora,betweenness asc,0.6000000000000001,Louvain-igraph,NMI,0.37740593436572406
Cora,betweenness asc,0.6000000000000001,Fastgreedy,P,932.0
Cora,betweenness asc,0.6000000000000001,Fastgreedy,P*/P,0.0075107296137339056
Cora,betweenness asc,0.6000000000000001,Fastgreedy,Modularity,0.9128669059199931
Cora,betweenness asc,0.6000000000000001,Fastgreedy,NMI,0.37880970677923675
Cora,betweenness asc,0.6000000000000001,Infomap,P,1073.0
Cora,betweenness asc,0.6000000000000001,Infomap,P*/P,0.0065237651444548
Cora,betweenness asc,0.6000000000000001,Infomap,Modularity,0.835772273516412
Cora,betweenness asc,0.6000000000000001,Infomap,NMI,0.38363585685970114
Cora,betweenness asc,0.6000000000000001,Label Propagation,P,1069.0
Cora,betweenness asc,0.6000000000000001,Label Propagation,P*/P,0.006548175865294668
Cora,betweenness asc,0.6000000000000001,Label Propagation,Modularity,0.8209453824466236
Cora,betweenness asc,0.6000000000000001,Label Propagation,NMI,0.38014702746581375
Cora,betweenness asc,0.6000000000000001,Louvain,P,928.0
Cora,betweenness asc,0.6000000000000001,Louvain,P*/P,0.007543103448275862
Cora,betweenness asc,0.6000000000000001,Louvain,Modularity,0.9122258406149538
Cora,betweenness asc,0.6000000000000001,Louvain,NMI,0.3728189876502484
Cora,betweenness desc,0.6000000000000001,Louvain-igraph,P,1070.0
Cora,betweenness desc,0.6000000000000001,Louvain-igraph,P*/P,0.0065420560747663555
Cora,betweenness desc,0.6000000000000001,Louvain-igraph,Modularity,0.9608137482782314
Cora,betweenness desc,0.6000000000000001,Louvain-igraph,NMI,0.41595600296356644
Cora,betweenness desc,0.6000000000000001,Fastgreedy,P,1072.0
Cora,betweenness desc,0.6000000000000001,Fastgreedy,P*/P,0.0065298507462686565
Cora,betweenness desc,0.6000000000000001,Fastgreedy,Modularity,0.9606564804651576
Cora,betweenness desc,0.6000000000000001,Fastgreedy,NMI,0.4159974906152922
Cora,betweenness desc,0.6000000000000001,Infomap,P,1157.0
Cora,betweenness desc,0.6000000000000001,Infomap,P*/P,0.006050129645635264
Cora,betweenness desc,0.6000000000000001,Infomap,Modularity,0.908615854927108
Cora,betweenness desc,0.6000000000000001,Infomap,NMI,0.40063226276937175
Cora,betweenness desc,0.6000000000000001,Label Propagation,P,1162.0
Cora,betweenness desc,0.6000000000000001,Label Propagation,P*/P,0.006024096385542169
Cora,betweenness desc,0.6000000000000001,Label Propagation,Modularity,0.8907786808066414
Cora,betweenness desc,0.6000000000000001,Label Propagation,NMI,0.39911658299889013
Cora,betweenness desc,0.6000000000000001,Louvain,P,1071.0
Cora,betweenness desc,0.6000000000000001,Louvain,P*/P,0.006535947712418301
Cora,betweenness desc,0.6000000000000001,Louvain,Modularity,0.9606054777175103
Cora,betweenness desc,0.6000000000000001,Louvain,NMI,0.4172217173175069
Cora,betweenness asc,0.7000000000000001,Louvain-igraph,P,1267.0
Cora,betweenness asc,0.7000000000000001,Louvain-igraph,P*/P,0.0055248618784530384
Cora,betweenness asc,0.7000000000000001,Louvain-igraph,Modularity,0.9407819116034148
Cora,betweenness asc,0.7000000000000001,Louvain-igraph,NMI,0.3738320330021688
Cora,betweenness asc,0.7000000000000001,Fastgreedy,P,1272.0
Cora,betweenness asc,0.7000000000000001,Fastgreedy,P*/P,0.00550314465408805
Cora,betweenness asc,0.7000000000000001,Fastgreedy,Modularity,0.9396984363840496
Cora,betweenness asc,0.7000000000000001,Fastgreedy,NMI,0.37638790862767
Cora,betweenness asc,0.7000000000000001,Infomap,P,1371.0
Cora,betweenness asc,0.7000000000000001,Infomap,P*/P,0.005105762217359592
Cora,betweenness asc,0.7000000000000001,Infomap,Modularity,0.874604632180396
Cora,betweenness asc,0.7000000000000001,Infomap,NMI,0.379531160631576
Cora,betweenness asc,0.7000000000000001,Label Propagation,P,1366.0
Cora,betweenness asc,0.7000000000000001,Label Propagation,P*/P,0.005124450951683748
Cora,betweenness asc,0.7000000000000001,Label Propagation,Modularity,0.8748521356239234
Cora,betweenness asc,0.7000000000000001,Label Propagation,NMI,0.37928081980328626
Cora,betweenness asc,0.7000000000000001,Louvain,P,1267.0
Cora,betweenness asc,0.7000000000000001,Louvain,P*/P,0.0055248618784530384
Cora,betweenness asc,0.7000000000000001,Louvain,Modularity,0.9402807270941808
Cora,betweenness asc,0.7000000000000001,Louvain,NMI,0.3748644919452675
Cora,betweenness desc,0.7000000000000001,Louvain-igraph,P,1418.0
Cora,betweenness desc,0.7000000000000001,Louvain-igraph,P*/P,0.004936530324400564
Cora,betweenness desc,0.7000000000000001,Louvain-igraph,Modularity,0.971269473459349
Cora,betweenness desc,0.7000000000000001,Louvain-igraph,NMI,0.4024126734586755
Cora,betweenness desc,0.7000000000000001,Fastgreedy,P,1418.0
Cora,betweenness desc,0.7000000000000001,Fastgreedy,P*/P,0.004936530324400564
Cora,betweenness desc,0.7000000000000001,Fastgreedy,Modularity,0.9722297947913557
Cora,betweenness desc,0.7000000000000001,Fastgreedy,NMI,0.4019313841525085
Cora,betweenness desc,0.7000000000000001,Infomap,P,1467.0
Cora,betweenness desc,0.7000000000000001,Infomap,P*/P,0.004771642808452625
Cora,betweenness desc,0.7000000000000001,Infomap,Modularity,0.9382253724109867
Cora,betweenness desc,0.7000000000000001,Infomap,NMI,0.3965061731812331
Cora,betweenness desc,0.7000000000000001,Label Propagation,P,1485.0
Cora,betweenness desc,0.7000000000000001,Label Propagation,P*/P,0.0047138047138047135
Cora,betweenness desc,0.7000000000000001,Label Propagation,Modularity,0.9174002094811821
Cora,betweenness desc,0.7000000000000001,Label Propagation,NMI,0.394530531306042
Cora,betweenness desc,0.7000000000000001,Louvain,P,1417.0
Cora,betweenness desc,0.7000000000000001,Louvain,P*/P,0.004940014114326041
Cora,betweenness desc,0.7000000000000001,Louvain,Modularity,0.9714023919753166
Cora,betweenness desc,0.7000000000000001,Louvain,NMI,0.40266810580209916
Cora,betweenness asc,0.8,Louvain-igraph,P,1680.0
Cora,betweenness asc,0.8,Louvain-igraph,P*/P,0.004166666666666667
Cora,betweenness asc,0.8,Louvain-igraph,Modularity,0.9757585621843524
Cora,betweenness asc,0.8,Louvain-igraph,NMI,0.37507046117494236
Cora,betweenness asc,0.8,Fastgreedy,P,1680.0
Cora,betweenness asc,0.8,Fastgreedy,P*/P,0.004166666666666667
Cora,betweenness asc,0.8,Fastgreedy,Modularity,0.9757585621843524
Cora,betweenness asc,0.8,Fastgreedy,NMI,0.37507046117494236
Cora,betweenness asc,0.8,Infomap,P,1720.0
Cora,betweenness asc,0.8,Infomap,P*/P,0.004069767441860465
Cora,betweenness asc,0.8,Infomap,Modularity,0.9451304594237921
Cora,betweenness asc,0.8,Infomap,NMI,0.377514747833031
Cora,betweenness asc,0.8,Label Propagation,P,1724.0
Cora,betweenness asc,0.8,Label Propagation,P*/P,0.004060324825986079
Cora,betweenness asc,0.8,Label Propagation,Modularity,0.9400342200413314
Cora,betweenness asc,0.8,Label Propagation,NMI,0.37657166718090584
Cora,betweenness asc,0.8,Louvain,P,1680.0
Cora,betweenness asc,0.8,Louvain,P*/P,0.004166666666666667
Cora,betweenness asc,0.8,Louvain,Modularity,0.9757585621843525
Cora,betweenness asc,0.8,Louvain,NMI,0.37507046117494236
Cora,betweenness desc,0.8,Louvain-igraph,P,1806.0
Cora,betweenness desc,0.8,Louvain-igraph,P*/P,0.003875968992248062
Cora,betweenness desc,0.8,Louvain-igraph,Modularity,0.9844664686639217
Cora,betweenness desc,0.8,Louvain-igraph,NMI,0.3965674538107765
Cora,betweenness desc,0.8,Fastgreedy,P,1806.0
Cora,betweenness desc,0.8,Fastgreedy,P*/P,0.003875968992248062
Cora,betweenness desc,0.8,Fastgreedy,Modularity,0.9847175591138759
Cora,betweenness desc,0.8,Fastgreedy,NMI,0.3965224436205079
Cora,betweenness desc,0.8,Infomap,P,1824.0
Cora,betweenness desc,0.8,Infomap,P*/P,0.003837719298245614
Cora,betweenness desc,0.8,Infomap,Modularity,0.9695727695994121
Cora,betweenness desc,0.8,Infomap,NMI,0.3932364660488788
Cora,betweenness desc,0.8,Label Propagation,P,1831.0
Cora,betweenness desc,0.8,Label Propagation,P*/P,0.0038230475150191155
Cora,betweenness desc,0.8,Label Propagation,Modularity,0.9602631427915611
Cora,betweenness desc,0.8,Label Propagation,NMI,0.39311332551878425
Cora,betweenness desc,0.8,Louvain,P,1806.0
Cora,betweenness desc,0.8,Louvain,P*/P,0.003875968992248062
Cora,betweenness desc,0.8,Louvain,Modularity,0.9847175591138759
Cora,betweenness desc,0.8,Louvain,NMI,0.3965224436205079
Cora,betweenness asc,0.9,Louvain-igraph,P,2183.0
Cora,betweenness asc,0.9,Louvain-igraph,P*/P,0.00320659642693541
Cora,betweenness asc,0.9,Louvain-igraph,Modularity,0.9870204172406001
Cora,betweenness asc,0.9,Louvain-igraph,NMI,0.37660336000868117
Cora,betweenness asc,0.9,Fastgreedy,P,2183.0
Cora,betweenness asc,0.9,Fastgreedy,P*/P,0.00320659642693541
Cora,betweenness asc,0.9,Fastgreedy,Modularity,0.9870204172406001
Cora,betweenness asc,0.9,Fastgreedy,NMI,0.37660336000868117
Cora,betweenness asc,0.9,Infomap,P,2189.0
Cora,betweenness asc,0.9,Infomap,P*/P,0.0031978072179077205
Cora,betweenness asc,0.9,Infomap,Modularity,0.9792222652663113
Cora,betweenness asc,0.9,Infomap,NMI,0.37732853816055706
Cora,betweenness asc,0.9,Label Propagation,P,2194.0
Cora,betweenness asc,0.9,Label Propagation,P*/P,0.0031905195989061076
Cora,betweenness asc,0.9,Label Propagation,Modularity,0.9697561553030418
Cora,betweenness asc,0.9,Label Propagation,NMI,0.3769004652979059
Cora,betweenness asc,0.9,Louvain,P,2183.0
Cora,betweenness asc,0.9,Louvain,P*/P,0.00320659642693541
Cora,betweenness asc,0.9,Louvain,Modularity,0.987020417240598
Cora,betweenness asc,0.9,Louvain,NMI,0.3766033600086811
Cora,betweenness desc,0.9,Louvain-igraph,P,2266.0
Cora,betweenness desc,0.9,Louvain-igraph,P*/P,0.003089143865842895
Cora,betweenness desc,0.9,Louvain-igraph,Modularity,0.9871369949495048
Cora,betweenness desc,0.9,Louvain-igraph,NMI,0.38539905541054253
Cora,betweenness desc,0.9,Fastgreedy,P,2266.0
Cora,betweenness desc,0.9,Fastgreedy,P*/P,0.003089143865842895
Cora,betweenness desc,0.9,Fastgreedy,Modularity,0.9871369949495048
Cora,betweenness desc,0.9,Fastgreedy,NMI,0.38539905541054253
Cora,betweenness desc,0.9,Infomap,P,2268.0
Cora,betweenness desc,0.9,Infomap,P*/P,0.0030864197530864196
Cora,betweenness desc,0.9,Infomap,Modularity,0.9849722365702573
Cora,betweenness desc,0.9,Infomap,NMI,0.38508792020163374
Cora,betweenness desc,0.9,Label Propagation,P,2271.0
Cora,betweenness desc,0.9,Label Propagation,P*/P,0.0030823425803610744
Cora,betweenness desc,0.9,Label Propagation,Modularity,0.9754989525941326
Cora,betweenness desc,0.9,Label Propagation,NMI,0.38481954709934235
Cora,betweenness desc,0.9,Louvain,P,2266.0
Cora,betweenness desc,0.9,Louvain,P*/P,0.003089143865842895
Cora,betweenness desc,0.9,Louvain,Modularity,0.9871369949495048
Cora,betweenness desc,0.9,Louvain,NMI,0.38539905541054253
Email EU,random asc,0.0,Louvain-igraph,P,27.0
Email EU,random asc,0.0,Louvain-igraph,P*/P,1.5555555555555556
Email EU,random asc,0.0,Louvain-igraph,Modularity,0.41532301872874533
Email EU,random asc,0.0,Louvain-igraph,NMI,0.5844109897710493
Email EU,random asc,0.0,Fastgreedy,P,27.0
Email EU,random asc,0.0,Fastgreedy,P*/P,1.5555555555555556
Email EU,random asc,0.0,Fastgreedy,Modularity,0.34137347599765294
Email EU,random asc,0.0,Fastgreedy,NMI,0.4464039282742338
Email EU,random asc,0.0,Infomap,P,43.0
Email EU,random asc,0.0,Infomap,P*/P,0.9767441860465116
Email EU,random asc,0.0,Infomap,Modularity,0.3975546569480297
Email EU,random asc,0.0,Infomap,NMI,0.6431185725619818
Email EU,random asc,0.0,Label Propagation,P,20.0
Email EU,random asc,0.0,Label Propagation,P*/P,2.1
Email EU,random asc,0.0,Label Propagation,Modularity,0.0
Email EU,random asc,0.0,Label Propagation,NMI,0.03291866226028452
Email EU,random asc,0.0,Louvain,P,27.0
Email EU,random asc,0.0,Louvain,P*/P,1.5555555555555556
Email EU,random asc,0.0,Louvain,Modularity,0.41430972914864445
Email EU,random asc,0.0,Louvain,NMI,0.586018436310566
Email EU,random asc,0.1,Louvain-igraph,P,38.0
Email EU,random asc,0.1,Louvain-igraph,P*/P,1.105263157894737
Email EU,random asc,0.1,Louvain-igraph,Modularity,0.4171651690680937
Email EU,random asc,0.1,Louvain-igraph,NMI,0.5558877921471441
Email EU,random asc,0.1,Fastgreedy,P,39.0
Email EU,random asc,0.1,Fastgreedy,P*/P,1.0769230769230769
Email EU,random asc,0.1,Fastgreedy,Modularity,0.3441929936256614
Email EU,random asc,0.1,Fastgreedy,NMI,0.450145243236706
Email EU,random asc,0.1,Infomap,P,56.0
Email EU,random asc,0.1,Infomap,P*/P,0.75
Email EU,random asc,0.1,Infomap,Modularity,0.3946208828732568
Email EU,random asc,0.1,Infomap,NMI,0.6426822801423753
Email EU,random asc,0.1,Label Propagation,P,31.0
Email EU,random asc,0.1,Label Propagation,P*/P,1.3548387096774193
Email EU,random asc,0.1,Label Propagation,Modularity,0.0
Email EU,random asc,0.1,Label Propagation,NMI,0.05184935741399054
Email EU,random asc,0.1,Louvain,P,39.0
Email EU,random asc,0.1,Louvain,P*/P,1.0769230769230769
Email EU,random asc,0.1,Louvain,Modularity,0.41383765638932857
Email EU,random asc,0.1,Louvain,NMI,0.5938165345781823
Email EU,random asc,0.2,Louvain-igraph,P,42.0
Email EU,random asc,0.2,Louvain-igraph,P*/P,1.0
Email EU,random asc,0.2,Louvain-igraph,Modularity,0.4165637811648503
Email EU,random asc,0.2,Louvain-igraph,NMI,0.5435030480093914
Email EU,random asc,0.2,Fastgreedy,P,42.0
Email EU,random asc,0.2,Fastgreedy,P*/P,1.0
Email EU,random asc,0.2,Fastgreedy,Modularity,0.36590199805412355
Email EU,random asc,0.2,Fastgreedy,NMI,0.45830238074023905
Email EU,random asc,0.2,Infomap,P,58.0
Email EU,random asc,0.2,Infomap,P*/P,0.7241379310344828
Email EU,random asc,0.2,Infomap,Modularity,0.39976084539359197
Email EU,random asc,0.2,Infomap,NMI,0.6534740244276781
Email EU,random asc,0.2,Label Propagation,P,35.0
Email EU,random asc,0.2,Label Propagation,P*/P,1.2
Email EU,random asc,0.2,Label Propagation,Modularity,0.0
Email EU,random asc,0.2,Label Propagation,NMI,0.057700966102472585
Email EU,random asc,0.2,Louvain,P,41.0
Email EU,random asc,0.2,Louvain,P*/P,1.024390243902439
Email EU,random asc,0.2,Louvain,Modularity,0.4170463180430729
Email EU,random asc,0.2,Louvain,NMI,0.5674368445134311
Email EU,random asc,0.30000000000000004,Louvain-igraph,P,57.0
Email EU,random asc,0.30000000000000004,Louvain-igraph,P*/P,0.7368421052631579
Email EU,random asc,0.30000000000000004,Louvain-igraph,Modularity,0.42088926435562196
Email EU,random asc,0.30000000000000004,Louvain-igraph,NMI,0.583833886469116
Email EU,random asc,0.30000000000000004,Fastgreedy,P,55.0
Email EU,random asc,0.30000000000000004,Fastgreedy,P*/P,0.7636363636363637
Email EU,random asc,0.30000000000000004,Fastgreedy,Modularity,0.3689468191089721
Email EU,random asc,0.30000000000000004,Fastgreedy,NMI,0.4386750283170039
Email EU,random asc,0.30000000000000004,Infomap,P,81.0
Email EU,random asc,0.30000000000000004,Infomap,P*/P,0.5185185185185185
Email EU,random asc,0.30000000000000004,Infomap,Modularity,0.4000174772602853
Email EU,random asc,0.30000000000000004,Infomap,NMI,0.6486333148416812
Email EU,random asc,0.30000000000000004,Label Propagation,P,50.0
Email EU,random asc,0.30000000000000004,Label Propagation,P*/P,0.84
Email EU,random asc,0.30000000000000004,Label Propagation,Modularity,0.0
Email EU,random asc,0.30000000000000004,Label Propagation,NMI,0.08715014909772142
Email EU,random asc,0.30000000000000004,Louvain,P,57.0
Email EU,random asc,0.30000000000000004,Louvain,P*/P,0.7368421052631579
Email EU,random asc,0.30000000000000004,Louvain,Modularity,0.4137717015081649
Email EU,random asc,0.30000000000000004,Louvain,NMI,0.563620053767884
Email EU,random asc,0.4,Louvain-igraph,P,69.0
Email EU,random asc,0.4,Louvain-igraph,P*/P,0.6086956521739131
Email EU,random asc,0.4,Louvain-igraph,Modularity,0.41814788262328795
Email EU,random asc,0.4,Louvain-igraph,NMI,0.5690128608713036
Email EU,random asc,0.4,Fastgreedy,P,68.0
Email EU,random asc,0.4,Fastgreedy,P*/P,0.6176470588235294
Email EU,random asc,0.4,Fastgreedy,Modularity,0.368252500171644
Email EU,random asc,0.4,Fastgreedy,NMI,0.45617009976032513
Email EU,random asc,0.4,Infomap,P,89.0
Email EU,random asc,0.4,Infomap,P*/P,0.47191011235955055
Email EU,random asc,0.4,Infomap,Modularity,0.39802602770041023
Email EU,random asc,0.4,Infomap,NMI,0.6489148059818345
Email EU,random asc,0.4,Label Propagation,P,63.0
Email EU,random asc,0.4,Label Propagation,P*/P,0.6666666666666666
Email EU,random asc,0.4,Label Propagation,Modularity,0.0667270324036445
Email EU,random asc,0.4,Label Propagation,NMI,0.1867000720813608
Email EU,random asc,0.4,Louvain,P,69.0
Email EU,random asc,0.4,Louvain,P*/P,0.6086956521739131
Email EU,random asc,0.4,Louvain,Modularity,0.416722680357546
Email EU,random asc,0.4,Louvain,NMI,0.5831709468903521
Email EU,random asc,0.5,Louvain-igraph,P,85.0
Email EU,random asc,0.5,Louvain-igraph,P*/P,0.49411764705882355
Email EU,random asc,0.5,Louvain-igraph,Modularity,0.42850005760077226
Email EU,random asc,0.5,Louvain-igraph,NMI,0.5776353138403443
Email EU,random asc,0.5,Fastgreedy,P,88.0
Email EU,random asc,0.5,Fastgreedy,P*/P,0.4772727272727273
Email EU,random asc,0.5,Fastgreedy,Modularity,0.3719281474078785
Email EU,random asc,0.5,Fastgreedy,NMI,0.456555587095008
Email EU,random asc,0.5,Infomap,P,110.0
Email EU,random asc,0.5,Infomap,P*/P,0.38181818181818183
Email EU,random asc,0.5,Infomap,Modularity,0.40282999290189875
Email EU,random asc,0.5,Infomap,NMI,0.6274470583840651
Email EU,random asc,0.5,Label Propagation,P,77.0
Email EU,random asc,0.5,Label Propagation,P*/P,0.5454545454545454
Email EU,random asc,0.5,Label Propagation,Modularity,0.0
Email EU,random asc,0.5,Label Propagation,NMI,0.12697325048575508
Email EU,random asc,0.5,Louvain,P,84.0
Email EU,random asc,0.5,Louvain,P*/P,0.5
Email EU,random asc,0.5,Louvain,Modularity,0.42625990528672175
Email EU,random asc,0.5,Louvain,NMI,0.5435412814716853
Email EU,random asc,0.6000000000000001,Louvain-igraph,P,108.0
Email EU,random asc,0.6000000000000001,Louvain-igraph,P*/P,0.3888888888888889
Email EU,random asc,0.6000000000000001,Louvain-igraph,Modularity,0.4201306400071527
Email EU,random asc,0.6000000000000001,Louvain-igraph,NMI,0.5507529497992569
Email EU,random asc,0.6000000000000001,Fastgreedy,P,111.0
Email EU,random asc,0.6000000000000001,Fastgreedy,P*/P,0.3783783783783784
Email EU,random asc,0.6000000000000001,Fastgreedy,Modularity,0.3753293498469346
Email EU,random asc,0.6000000000000001,Fastgreedy,NMI,0.465411147977206
Email EU,random asc,0.6000000000000001,Infomap,P,134.0
Email EU,random asc,0.6000000000000001,Infomap,P*/P,0.31343283582089554
Email EU,random asc,0.6000000000000001,Infomap,Modularity,0.41169674115107185
Email EU,random asc,0.6000000000000001,Infomap,NMI,0.6531058306194094
Email EU,random asc,0.6000000000000001,Label Propagation,P,101.0
Email EU,random asc,0.6000000000000001,Label Propagation,P*/P,0.4158415841584158
Email EU,random asc,0.6000000000000001,Label Propagation,Modularity,0.0012439253115914017
Email EU,random asc,0.6000000000000001,Label Propagation,NMI,0.161594707673314
Email EU,random asc,0.6000000000000001,Louvain,P,107.0
Email EU,random asc,0.6000000000000001,Louvain,P*/P,0.3925233644859813
Email EU,random asc,0.6000000000000001,Louvain,Modularity,0.4294510106148487
Email EU,random asc,0.6000000000000001,Louvain,NMI,0.5430628673522717
Email EU,random asc,0.7000000000000001,Louvain-igraph,P,148.0
Email EU,random asc,0.7000000000000001,Louvain-igraph,P*/P,0.28378378378378377
Email EU,random asc,0.7000000000000001,Louvain-igraph,Modularity,0.43660084623198636
Email EU,random asc,0.7000000000000001,Louvain-igraph,NMI,0.5421440375288481
Email EU,random asc,0.7000000000000001,Fastgreedy,P,148.0
Email EU,random asc,0.7000000000000001,Fastgreedy,P*/P,0.28378378378378377
Email EU,random asc,0.7000000000000001,Fastgreedy,Modularity,0.40238449320776165
Email EU,random asc,0.7000000000000001,Fastgreedy,NMI,0.45952113519138216
Email EU,random asc,0.7000000000000001,Infomap,P,184.0
Email EU,random asc,0.7000000000000001,Infomap,P*/P,0.22826086956521738
Email EU,random asc,0.7000000000000001,Infomap,Modularity,0.40259762228611756
Email EU,random asc,0.7000000000000001,Infomap,NMI,0.6061776785695437
Email EU,random asc,0.7000000000000001,Label Propagation,P,141.0
Email EU,random asc,0.7000000000000001,Label Propagation,P*/P,0.2978723404255319
Email EU,random asc,0.7000000000000001,Label Propagation,Modularity,0.002485688090769773
