dataset,modification,percentage,method,metric,value
Dancer 03,betweenness asc,0.8,Infomap,NMI,0.3641579251346668
Dancer 03,betweenness asc,0.8,Label Propagation,P,571.0
Dancer 03,betweenness asc,0.8,Label Propagation,P*/P,0.008756567425569177
Dancer 03,betweenness asc,0.8,Label Propagation,Modularity,0.6835812600513704
Dancer 03,betweenness asc,0.8,Label Propagation,NMI,0.43092897888400045
Dancer 03,betweenness asc,0.8,Louvain,P,567.0
Dancer 03,betweenness asc,0.8,Louvain,P*/P,0.008818342151675485
Dancer 03,betweenness asc,0.8,Louvain,Modularity,0.6982798252960859
Dancer 03,betweenness asc,0.8,Louvain,NMI,0.42114987778241203
Dancer 03,betweenness desc,0.8,Louvain-igraph,P,1159.0
Dancer 03,betweenness desc,0.8,Louvain-igraph,P*/P,0.004314063848144953
Dancer 03,betweenness desc,0.8,Louvain-igraph,Modularity,0.7888657981715156
Dancer 03,betweenness desc,0.8,Louvain-igraph,NMI,0.44033152494847017
Dancer 03,betweenness desc,0.8,Fastgreedy,P,1159.0
Dancer 03,betweenness desc,0.8,Fastgreedy,P*/P,0.004314063848144953
Dancer 03,betweenness desc,0.8,Fastgreedy,Modularity,0.7888511139015534
Dancer 03,betweenness desc,0.8,Fastgreedy,NMI,0.4399583796099656
Dancer 03,betweenness desc,0.8,Infomap,P,1229.0
Dancer 03,betweenness desc,0.8,Infomap,P*/P,0.0040683482506102524
Dancer 03,betweenness desc,0.8,Infomap,Modularity,0.7596393844762463
Dancer 03,betweenness desc,0.8,Infomap,NMI,0.41244395710041915
Dancer 03,betweenness desc,0.8,Label Propagation,P,1158.0
Dancer 03,betweenness desc,0.8,Label Propagation,P*/P,0.004317789291882556
Dancer 03,betweenness desc,0.8,Label Propagation,Modularity,0.7887673600770185
Dancer 03,betweenness desc,0.8,Label Propagation,NMI,0.4413846440864854
Dancer 03,betweenness desc,0.8,Louvain,P,1159.0
Dancer 03,betweenness desc,0.8,Louvain,P*/P,0.004314063848144953
Dancer 03,betweenness desc,0.8,Louvain,Modularity,0.7888657981715156
Dancer 03,betweenness desc,0.8,Louvain,NMI,0.4403315249484702
Dancer 03,betweenness asc,0.9,Louvain-igraph,P,962.0
Dancer 03,betweenness asc,0.9,Louvain-igraph,P*/P,0.005197505197505198
Dancer 03,betweenness asc,0.9,Louvain-igraph,Modularity,0.7357180183458836
Dancer 03,betweenness asc,0.9,Louvain-igraph,NMI,0.366798638037138
Dancer 03,betweenness asc,0.9,Fastgreedy,P,968.0
Dancer 03,betweenness asc,0.9,Fastgreedy,P*/P,0.005165289256198347
Dancer 03,betweenness asc,0.9,Fastgreedy,Modularity,0.7428210024293199
Dancer 03,betweenness asc,0.9,Fastgreedy,NMI,0.37891158602927977
Dancer 03,betweenness asc,0.9,Infomap,P,1076.0
Dancer 03,betweenness asc,0.9,Infomap,P*/P,0.004646840148698885
Dancer 03,betweenness asc,0.9,Infomap,Modularity,0.6074859870788726
Dancer 03,betweenness asc,0.9,Infomap,NMI,0.3301442671603783
Dancer 03,betweenness asc,0.9,Label Propagation,P,1011.0
Dancer 03,betweenness asc,0.9,Label Propagation,P*/P,0.004945598417408506
Dancer 03,betweenness asc,0.9,Label Propagation,Modularity,0.6849034881442274
Dancer 03,betweenness asc,0.9,Label Propagation,NMI,0.3541332079356228
Dancer 03,betweenness asc,0.9,Louvain,P,963.0
Dancer 03,betweenness asc,0.9,Louvain,P*/P,0.005192107995846314
Dancer 03,betweenness asc,0.9,Louvain,Modularity,0.7375246509211816
Dancer 03,betweenness asc,0.9,Louvain,NMI,0.37175223742744984
Dancer 03,betweenness desc,0.9,Louvain-igraph,P,1478.0
Dancer 03,betweenness desc,0.9,Louvain-igraph,P*/P,0.0033829499323410014
Dancer 03,betweenness desc,0.9,Louvain-igraph,Modularity,0.7875927520070658
Dancer 03,betweenness desc,0.9,Louvain-igraph,NMI,0.39545484176448825
Dancer 03,betweenness desc,0.9,Fastgreedy,P,1478.0
Dancer 03,betweenness desc,0.9,Fastgreedy,P*/P,0.0033829499323410014
Dancer 03,betweenness desc,0.9,Fastgreedy,Modularity,0.7875927520070658
Dancer 03,betweenness desc,0.9,Fastgreedy,NMI,0.39545484176448825
Dancer 03,betweenness desc,0.9,Infomap,P,1519.0
Dancer 03,betweenness desc,0.9,Infomap,P*/P,0.0032916392363396972
Dancer 03,betweenness desc,0.9,Infomap,Modularity,0.7547620214066412
Dancer 03,betweenness desc,0.9,Infomap,NMI,0.378180653126391
Dancer 03,betweenness desc,0.9,Label Propagation,P,1484.0
Dancer 03,betweenness desc,0.9,Label Propagation,P*/P,0.0033692722371967657
Dancer 03,betweenness desc,0.9,Label Propagation,Modularity,0.7859650718998148
Dancer 03,betweenness desc,0.9,Label Propagation,NMI,0.3936133064915091
Dancer 03,betweenness desc,0.9,Louvain,P,1478.0
Dancer 03,betweenness desc,0.9,Louvain,P*/P,0.0033829499323410014
Dancer 03,betweenness desc,0.9,Louvain,Modularity,0.7875927520070658
Dancer 03,betweenness desc,0.9,Louvain,NMI,0.39545484176448825
